gender,rpi1_sc-118,rpi1_sc-111,rpi1_sc2,rpi1_sc32,rpi1_sc67,rpi1_sc106,rpi1_sc120,rpi1_sc121
1,505.7371,488.5294,128,30.4138,47.2652,1081.061,696.977,668.0726
1,525.5892,502.0159,128,43.7379,56.3027,1076.2513,712.497,664.0783
1,519.0298,501.8884,128,39.0512,48.3322,1068.5803,704.8213,656.611
1,496.9517,490.2754,128,33.6006,51.923,1096.3708,694.1038,678.3303
1,520.6006,506.4119,128,45.2769,50.3289,1078.2747,704.0483,661.855
1,505.1663,501.7669,128,41.2311,55.7584,1078.1503,696.0208,675.539
1,496.4242,492.2764,128,35.4401,51.4781,1092.012,687.1193,675.7336
1,502.7574,491.2402,128,28.1603,46.3249,1078.1476,697.1664,666.8163
1,528.4137,498.4506,128,46.2277,53.7122,1073.0518,700.7461,663.6
1,517.2281,496.1794,128,37.3363,46.3897,1063.0681,705.0029,657.7424
1,489.3506,488.9714,128,37.3363,49.6488,1079.441,691.217,676.8427
1,494.2924,487.2217,128,35,43.9659,1078.0363,695.6472,668.3
1,493.7256,487.0996,128,37.1618,45.4863,1072.0508,694.0929,666.3648
1,499.1002,490.4254,128,24.0416,48.2701,1082.7026,691.549,666.316
1,502.8011,490.5803,128,38.2099,52.469,1099.1747,690.7598,675.0148
1,505.9525,494.0253,128,42.5441,45.2217,1089.9729,698.4125,681.2966
1,524.7447,509.4595,128,40.1995,55.2178,1071.9091,697.3163,666.8029
1,491.3298,489.5324,128,27.1662,50.448,1083.9723,689.2097,665.7064
1,525.5635,505.2683,128,52.1536,51.788,1077.3904,707.8312,658.4019
1,481.2744,503.2892,128,38.0789,54.4243,1085.411,693.4818,676.5035
1,536.973,475.5313,128,44.5982,56.6039,1086.3113,702.282,652.0138
1,511.8516,490.4172,128,44.7214,58.6003,1082.9607,695.2827,680.0184
1,520.2125,499.4847,128,36.0139,53.535,1076.2457,700.2578,662.3413
1,509.2239,503.3379,128,42.5441,51.614,1094.3331,695.4315,677.4223
1,501.423,480.1333,128,34.1321,53.7587,1098.838,687.7914,676.0133
1,508.4348,503.4769,128,47.4131,56.6127,1090.9725,701.7364,674.7207
1,487.7838,487.4136,128,40.1995,55.3263,1088.1838,692.9877,682.4207
1,522.3983,504.8455,128,48.2597,54.4885,1076.374,702.7041,667.0367
1,518.8448,506.0672,128,44.5533,54.5619,1075.5469,699.8185,666.9888
